provider_id	total_revenue_gap	total_discharges	gap_per_discharge	weighted_efficiency
280040	167244539.00	4271	39158.168813	0.254641
340032	167225468.00	3491	47901.881409	0.184929
360179	166795469.00	4806	34705.673949	0.259398
370014	166580368.00	1468	113474.365123	0.063084
240036	166491084.00	4987	33385.017846	0.364557
140233	165580470.00	2814	58841.673774	0.168191
330331	165160164.00	2781	59388.768069	0.179880
450222	165120041.00	1315	125566.571103	0.082224
250141	165052493.00	3782	43641.589900	0.177180
380004	164929082.00	3837	42983.862914	0.296500
100275	164925260.00	1506	109512.124834	0.080110
30110	164085703.00	1354	121185.895864	0.091139
180104	163753856.00	2107	77718.963455	0.117439
50382	163656799.00	2781	58848.183747	0.200948
50236	163414752.00	1654	98799.729141	0.119363
390137	162647851.00	2357	69006.300806	0.107347
100073	162220706.00	3373	48093.894456	0.194767
100030	161709639.00	2133	75813.239100	0.108041
240002	161586370.00	4163	38814.885900	0.282338
100289	161575379.00	2701	59820.577194	0.202792
370215	160613828.00	2233	71927.374832	0.185619
100090	159929686.00	3041	52591.149622	0.190514
440173	159450921.00	3812	41828.678122	0.225997
490022	159433099.00	6110	26093.796890	0.300280
110028	159325068.00	4067	39175.084337	0.222809
150153	158947483.00	1418	112092.724260	0.162260
300001	158865213.00	3076	51646.688231	0.204568
190064	158808626.00	3944	40265.878803	0.256650
50764	158748168.00	2067	76801.242380	0.175765
450010	158429555.00	4653	34048.905008	0.239276
490046	158404144.00	4040	39208.946535	0.207356
50013	158073874.00	860	183806.830233	0.129049
450213	157893103.00	2619	60287.553646	0.329849
390203	157885276.00	4395	35923.839818	0.234390
460047	157879444.00	1543	102319.795204	0.117082
110034	157497394.00	2135	73769.271194	0.220661
450018	157462599.00	3662	42999.071273	0.283646
140185	157172027.00	3415	46024.019619	0.169545
10001	157152157.00	2972	52877.576380	0.187683
100017	157140590.00	3028	51895.835535	0.187722
10040	156383543.00	1080	144799.576852	0.052857
310039	155866092.00	2283	68272.488830	0.143692
490005	155578764.00	6749	23052.120907	0.337188
450029	154854557.00	1507	102756.839416	0.108435
330140	154822496.00	3553	43575.146637	0.268050
100259	154821507.00	1384	111865.250723	0.057621
30123	154551200.00	2274	67964.467898	0.139335
30089	154505818.00	2445	63192.563599	0.183958
180044	154423088.00	2154	71691.312906	0.181266
190102	154391396.00	3955	39037.015424	0.213565
150100	154011783.00	2557	60231.436449	0.177080
70006	153960363.00	2514	61241.194511	0.199964
50603	153729163.00	1635	94023.952905	0.118396
60027	153039249.00	1519	100749.999342	0.120595
220116	152978717.00	2740	55831.648540	0.353402
440053	152041788.00	3897	39015.085450	0.216159
260077	151454192.00	4940	30658.743320	0.256342
450610	151239904.00	2254	67098.448980	0.212665
220171	150743402.00	7996	18852.351426	0.495656
670041	150641051.00	1380	109160.181884	0.087721
360064	150239238.00	3013	49863.670096	0.188012
100029	149865379.00	1383	108362.530007	0.104027
340028	149736676.00	4551	32901.928367	0.267247
50009	149114422.00	1436	103840.126741	0.146230
100189	148855136.00	1168	127444.465753	0.077811
50633	148694600.00	956	155538.284519	0.066045
50488	148183828.00	1758	84291.142207	0.178631
220101	147785678.00	5579	26489.635777	0.300898
460021	147477750.00	4039	36513.431542	0.289768
440017	147444952.00	2403	61358.698294	0.161026
70010	147360102.00	3743	39369.516965	0.279881
450771	147245687.00	2767	53214.921214	0.178515
130049	146676927.00	3612	40608.230066	0.259330
50471	146569241.00	1763	83136.268293	0.192355
420091	146471433.00	2005	73053.083791	0.106239
500088	146326063.00	2512	58250.821258	0.202132
360017	145542921.00	2131	68297.945096	0.198928
310110	145514555.00	1627	89437.341733	0.096763
50320	145474164.00	1525	95392.894426	0.218684
220035	145416811.00	5747	25303.081782	0.312288
100254	144859752.00	1714	84515.607935	0.099273
170182	144604959.00	1850	78164.842703	0.115955
140211	144533326.00	2862	50500.812718	0.160687
50232	143684497.00	1460	98414.039041	0.133434
440183	143473145.00	1076	133339.354089	0.086284
20006	143014682.00	1421	100643.688951	0.155828
310002	142957703.00	932	153388.093348	0.152743
250040	142344804.00	2374	59959.900590	0.142270
190041	142062560.00	2749	51677.904693	0.143340
260183	141431247.00	1925	73470.777662	0.132090
430095	140820347.00	1448	97251.620856	0.164683
390107	140705257.00	2048	68703.738770	0.112604
220100	140600899.00	11049	12725.214861	0.444575
450424	140397838.00	1805	77782.735734	0.140615
330264	139973106.00	1760	79530.173864	0.131315
190019	139959127.00	3038	46069.495392	0.170736
500124	139592683.00	2628	53117.459285	0.183878
100288	139239789.00	882	157868.241497	0.081901
200033	139124307.00	2514	55339.819809	0.203673
390009	139096326.00	1874	74224.293490	0.135414
260068	138992318.00	3440	40404.743605	0.221892
70002	138826599.00	2762	50263.069877	0.240728
50291	138679316.00	1795	77258.671866	0.207424
30012	138660297.00	3183	43562.770028	0.205142
330196	138644458.00	2478	55950.144471	0.297802
150074	138380607.00	2533	54631.112120	0.204098
500051	138326135.00	2187	63249.261545	0.167165
390330	138311729.00	1778	77790.623735	0.094865
330224	138293769.00	1619	85419.252007	0.105893
230230	138265605.00	2620	52773.131679	0.196302
100105	138122044.00	4452	31024.717880	0.245981
510007	138071265.00	3089	44697.722564	0.206935
100052	137309328.00	2551	53825.687181	0.166429
100032	137146630.00	1463	93743.424470	0.109756
390026	136488142.00	1460	93485.028767	0.113751
450563	136278568.00	3314	41122.078455	0.167224
450668	136246651.00	665	204882.181955	0.062355
30088	136166399.00	2639	51597.726033	0.169984
140213	135866104.00	5771	23542.904869	0.302280
130007	135331873.00	2545	53175.588605	0.224379
440150	135204797.00	1553	87060.397296	0.095211
280060	135115078.00	2481	54459.926642	0.265731
490119	134586439.00	3359	40067.412623	0.202260
130018	134546960.00	1355	99296.649446	0.131881
40055	133859781.00	2594	51603.616423	0.150403
310031	133815179.00	961	139245.763788	0.164793
670034	133604658.00	2591	51564.900810	0.203195
450537	133411248.00	1969	67755.839512	0.162001
230097	132930835.00	3775	35213.466225	0.302220
110078	132614743.00	1927	68819.275039	0.220687
310112	132140540.00	1988	66469.084507	0.136448
50204	131930755.00	858	153765.448718	0.090531
420105	131889456.00	2910	45322.837113	0.162224
230092	131733702.00	3093	42590.915616	0.216056
50737	131716622.00	911	144584.656422	0.084665
180009	131599404.00	3713	35442.877458	0.220130
490050	131331485.00	3560	36890.866573	0.254487
50689	131304770.00	685	191685.795620	0.075390
100319	130603908.00	1841	70941.829441	0.114298
260006	129264512.00	3905	33102.307810	0.310298
80004	128930516.00	3299	39081.696272	0.240881
220012	128272239.00	7658	16750.096500	0.493077
50739	128240568.00	2247	57071.903872	0.224229
50056	127778223.00	1539	83026.785575	0.187991
30013	127673330.00	2279	56021.645459	0.197931
50058	127627367.00	1398	91292.823319	0.150142
140030	127586345.00	2829	45099.450336	0.175531
310050	127481324.00	2600	49031.278462	0.195214
310075	127357835.00	1669	76307.869982	0.159148
150058	127277268.00	2648	48065.433535	0.192564
140290	127249755.00	2332	54566.790309	0.174391
50775	126794834.00	1353	93713.846268	0.144847
520070	125807360.00	3387	37144.186596	0.267916
380051	125791677.00	3052	41216.145806	0.270598
110042	125673434.00	1869	67241.002675	0.108197
360077	124795999.00	3449	36183.241229	0.220207
110191	124751388.00	2249	55469.714540	0.168613
450034	124629776.00	2365	52697.579704	0.178954
100167	124611203.00	855	145744.097076	0.070957
50132	124542144.00	1238	100599.470113	0.125633
450203	123539985.00	1262	97892.222662	0.111098
460001	123395503.00	2409	51222.707763	0.231102
10006	122948174.00	2652	46360.548265	0.170989
150051	122270857.00	2002	61074.354146	0.157152
360027	122216702.00	3254	37558.912723	0.223153
310047	121972158.00	2129	57290.821043	0.133010
250138	121497320.00	650	186918.953846	0.065976
150023	121196573.00	3955	30643.886979	0.255691
60032	121042300.00	713	169764.796634	0.067172
30101	120786228.00	773	156256.439845	0.058026
100154	120694318.00	1433	84224.925331	0.132149
10139	120579152.00	722	167007.135734	0.060230
50335	120155217.00	1291	93071.430674	0.161492
100156	119848165.00	1918	62486.008863	0.149995
520089	119844189.00	2780	43109.420504	0.197987
50779	119841519.00	562	213241.137011	0.086185
50740	119706254.00	1056	113358.195076	0.125779
340131	119539957.00	3702	32290.642085	0.290019
230047	119489752.00	3842	31100.924518	0.263064
450346	119469759.00	1886	63345.577413	0.161329
230165	119425945.00	3220	37088.802795	0.303561
250034	118822008.00	3765	31559.630279	0.227610
40036	118667202.00	2960	40090.270946	0.222643
440035	118499137.00	1681	70493.240333	0.112710
330261	118477708.00	1534	77234.490222	0.147596
310054	118204179.00	2016	58633.025298	0.178744
500044	117801303.00	1769	66592.031091	0.191188
440228	117735356.00	1320	89193.451515	0.088995
420082	117358098.00	1634	71822.581395	0.117106
50292	117056742.00	1486	78773.043069	0.188654
60023	117023300.00	1730	67643.526012	0.208989
370106	116887430.00	1520	76899.625000	0.137997
500151	116654353.00	1772	65832.027652	0.130232
50103	116488669.00	896	130009.675223	0.122763
190015	116262934.00	1637	71021.951130	0.112618
450659	116030484.00	307	377949.459283	0.074839
220176	115884535.00	1968	58884.418191	0.198768
100039	115857207.00	1593	72728.943503	0.186860
50129	115405675.00	1206	95692.931177	0.122578
490075	115283059.00	1884	61190.583333	0.146565
50295	115234032.00	1414	81495.072136	0.152351
310009	114125645.00	1270	89862.712598	0.131949
450147	113345344.00	961	117945.207076	0.070822
30010	113309245.00	824	137511.219660	0.092980
670056	113226654.00	1278	88596.755869	0.114565
230195	113072357.00	3544	31905.292607	0.271451
50414	112991155.00	1435	78739.480836	0.142919
180013	112704744.00	2504	45009.881789	0.202834
110229	112245086.00	1763	63667.093590	0.149276
10056	112058095.00	2553	43892.712495	0.185592
350019	111980088.00	2585	43319.182979	0.254404
180141	111844357.00	1300	86034.120769	0.193297
370094	111798611.00	1062	105271.761770	0.090410
390045	111276844.00	2024	54978.677866	0.171871
180012	110901591.00	2510	44183.900797	0.171058
30105	110873571.00	1189	93249.428932	0.157323
50770	110792384.00	1491	74307.433937	0.178852
140209	110545450.00	1718	64345.430733	0.163695
190125	110537356.00	2319	47665.957740	0.173497
70028	110358334.00	1705	64726.295601	0.226179
180010	110328026.00	2228	49518.862657	0.232529
140150	110169375.00	1250	88135.500000	0.223057
50063	110077909.00	1393	79022.188801	0.190739
160064	109732904.00	2702	40611.733531	0.205105
420026	109285813.00	1936	56449.283574	0.167464
40022	109237961.00	1232	88667.176136	0.092190
440185	109190320.00	1271	85908.985051	0.095525
100269	109088923.00	1058	103108.622873	0.095541
450779	108786094.00	2074	52452.311475	0.161206
420080	108676483.00	1611	67459.021105	0.167447
230070	108372096.00	3586	30220.885666	0.270212
10092	108292368.00	3458	31316.474263	0.259867
520030	108199973.00	2349	46062.142614	0.249073
330332	108118441.00	2067	52306.938075	0.161197
240001	108015577.00	2589	41720.964465	0.251871
110198	107916700.00	1344	80295.163690	0.141073
60113	107823818.00	1316	81932.992401	0.123059
50394	107767056.00	2159	49915.264474	0.262202
230017	107670931.00	3390	31761.336578	0.283036
60028	107344892.00	756	141990.597884	0.145120
310008	107219746.00	2381	45031.392692	0.200211
330028	106803464.00	1166	91598.168096	0.200185
450670	106653361.00	850	125474.542353	0.081057
330259	106576721.00	1662	64125.584236	0.162420
100046	106437867.00	1619	65742.969117	0.120802
390079	105692936.00	2541	41595.016135	0.229580
150169	105617515.00	2320	45524.790948	0.192042
30069	105517401.00	1007	104783.913605	0.105264
100122	105320210.00	1138	92548.514938	0.085112
450638	105250481.00	585	179915.352137	0.084123
500016	105160387.00	2384	44110.900587	0.227169
390142	104726419.00	1882	55646.343783	0.244165
140291	104626616.00	2962	35322.962863	0.220494
140187	104188143.00	2275	45796.985934	0.188685
250094	104158900.00	940	110807.340426	0.089930
110054	103657354.00	2168	47812.432657	0.190456
350015	103521097.00	3307	31303.627759	0.279607
50701	103274440.00	1194	86494.505863	0.126285
490043	103081250.00	3646	28272.421832	0.262026
100026	102903249.00	1795	57327.715320	0.165112
10016	102881413.00	843	122042.008304	0.085098
100267	102571242.00	1140	89974.773684	0.072599
310084	102245696.00	1294	79015.221020	0.124336
270049	101947848.00	2270	44910.946256	0.261376
670047	101816750.00	699	145660.586552	0.074223
100117	101560602.00	1757	57803.416050	0.108104
100118	101498618.00	2299	44149.029143	0.210240
10113	101457021.00	3063	33123.415279	0.244678
100249	101125466.00	1282	78881.018721	0.091566
50124	101016399.00	1157	87308.901469	0.125214
290019	100990574.00	2372	42576.127319	0.254130
340116	100931101.00	1282	78729.407956	0.116298
110164	100632508.00	1370	73454.385401	0.139713
100224	100546919.00	821	122468.841657	0.071399
140048	100522950.00	2381	42218.794624	0.203026
150173	100390401.00	2279	44050.197894	0.172974
450028	100103539.00	597	167677.619765	0.070537
10078	100094529.00	1827	54786.277504	0.145576
490040	99904639.00	3214	31084.206285	0.261084
10103	99861575.00	899	111080.728587	0.093072
490120	99702224.00	3503	28461.953754	0.267217
230002	99654190.00	3736	26674.033726	0.271273
40118	99493016.00	2923	34037.980157	0.194399
230029	99297909.00	3097	32062.611882	0.264389
140029	99022388.00	2227	44464.475977	0.182433
310115	98649421.00	1062	92890.226930	0.085032
450051	97752077.00	1237	79023.506063	0.187336
160033	97293390.00	3264	29808.023897	0.255388
490044	97171150.00	2579	37677.840248	0.198659
180132	96885096.00	1317	73564.993166	0.114802
150109	96844930.00	1538	62968.094928	0.159283
390329	96652356.00	2188	44173.837294	0.210898
100187	96371182.00	910	105902.397802	0.127239
410012	96220775.00	3450	27890.079710	0.304987
460004	95899501.00	1931	49663.128431	0.220636
330125	95645843.00	2536	37715.237776	0.305319
450484	95316708.00	1141	83537.868536	0.092686
110064	95281531.00	1794	53111.221293	0.206153
290053	95144663.00	878	108365.219818	0.105906
90005	95110124.00	2351	40455.178222	0.216067
10083	95030118.00	999	95125.243243	0.088488
30023	95002818.00	2058	46162.690962	0.339031
310060	94986354.00	1101	86272.801090	0.122124
340173	94886559.00	2235	42454.836242	0.153033
110043	94850701.00	2013	47119.076503	0.179958
320002	94842217.00	2181	43485.656580	0.272306
50457	94829389.00	733	129371.608458	0.155361
50769	94651593.00	828	114313.518116	0.179002
510058	94474103.00	3060	30873.889869	0.210050
450743	94317488.00	1898	49693.091675	0.177700
670023	94271890.00	1645	57308.139818	0.150655
40010	94050569.00	2469	38092.575537	0.221689
390035	94050374.00	985	95482.613198	0.098463
260180	93904854.00	1739	53999.341001	0.200836
360118	93637868.00	2357	39727.563852	0.207745
50300	92927586.00	1443	64398.881497	0.186611
150126	92882572.00	2202	42181.004541	0.198282
330056	92799568.00	909	102089.733773	0.162164
60010	92714995.00	1848	50170.451840	0.178100
440073	92547365.00	2309	40081.145518	0.191178
190160	92431325.00	1595	57950.673981	0.128350
270004	92330797.00	3751	24614.981872	0.374528
670082	92136358.00	2266	40660.352162	0.171500
50272	92068750.00	778	118340.295630	0.116672
240210	91831182.00	1398	65687.540773	0.177550
330267	91671953.00	1942	47204.919156	0.189151
70034	91612062.00	2218	41303.905320	0.252067
310024	91529957.00	965	94849.696373	0.112479
50506	91511774.00	552	165782.199275	0.086502
70018	91238425.00	2192	41623.369069	0.231069
370056	91216071.00	2668	34188.932159	0.229520
530012	91103294.00	2241	40652.964748	0.271741
450097	91095911.00	592	153878.228041	0.090428
100268	90969348.00	868	104803.396313	0.082052
50150	90851858.00	1248	72797.963141	0.159932
40020	90815856.00	3964	22910.155399	0.320057
310011	90785175.00	1869	48574.197432	0.156369
360084	90698882.00	2336	38826.576199	0.231641
440012	90680764.00	2287	39650.530826	0.188218
450662	90600558.00	612	148040.127451	0.071901
250031	90541690.00	792	114320.315657	0.079465
360155	90205612.00	2877	31354.053528	0.207186
450723	90144665.00	1472	61239.582201	0.165942
310074	90022788.00	1178	76420.023769	0.177768
110001	89842364.00	1621	55424.037014	0.162139
360159	89782228.00	1644	54612.060827	0.176749
30114	89676524.00	1270	70611.436220	0.115340
360133	89616144.00	1463	61255.053999	0.169956
40026	89329085.00	3145	28403.524642	0.261455
310016	89307667.00	255	350226.145098	0.047130
140179	89151728.00	2203	40468.328643	0.206492
50590	89146678.00	1044	85389.538314	0.165621
260104	89125421.00	2172	41033.803407	0.239356
360048	88884477.00	1175	75646.363404	0.149668
230141	88414026.00	2460	35940.660976	0.259261
370202	88364447.00	1722	51315.009872	0.152421
370234	88311121.00	1467	60198.446489	0.189433
70035	88240375.00	1950	45251.474359	0.231929
50030	87821300.00	3013	29147.461002	0.313347
60114	87479257.00	1055	82918.727014	0.125332
50104	87456819.00	1232	70987.677760	0.198393
100137	87322705.00	920	94915.983696	0.091247
450862	87204682.00	1347	64739.927246	0.146131
450847	87043046.00	1723	50518.308764	0.202925
390004	86988298.00	1756	49537.755125	0.164366
150048	86769522.00	3278	26470.262965	0.313753
40078	86688034.00	733	118264.712142	0.077675
50305	86575875.00	1259	68765.587768	0.219558
340130	86256104.00	2071	41649.494930	0.184091
450890	86200458.00	2338	36869.314799	0.191350
340021	85873820.00	1799	47734.196776	0.164964
520008	85740828.00	2159	39713.213525	0.180786
70005	85684777.00	1583	54128.096652	0.199839
490136	85565110.00	2362	36225.702794	0.200044
140172	85326615.00	1782	47882.500000	0.220930
510006	85249770.00	2690	31691.364312	0.225618
440059	85132391.00	3219	26446.844051	0.292404
440194	85114324.00	1035	82236.061836	0.098739
110192	85110827.00	1203	70748.817124	0.122634
110030	84652949.00	1051	80545.146527	0.102772
360056	84647445.00	1915	44202.321149	0.171466
450042	84586971.00	2140	39526.621963	0.229847
230302	84584194.00	2563	33002.026531	0.221833
60009	84421782.00	1128	74842.005319	0.125839
130028	84395667.00	1167	72318.480720	0.176407
50254	84345291.00	1042	80945.576775	0.137851
380061	84258583.00	2246	37514.952360	0.300466
170185	84225047.00	1478	56985.823410	0.105072
390151	83911182.00	2965	28300.567285	0.277296
100069	83576316.00	654	127792.532110	0.112500
450709	83555399.00	1230	67931.218699	0.130790
100092	83042295.00	1127	73684.378882	0.118983
310005	83018407.00	2137	38848.108095	0.221588
340073	82951261.00	2050	40464.029756	0.228748
100072	82943392.00	1813	45749.250965	0.161762
100161	82881715.00	934	88738.452891	0.099816
40062	82723921.00	3227	25634.930586	0.275956
450851	82639661.00	1001	82557.103896	0.180797
450656	82582502.00	724	114064.229282	0.077492
240047	82447979.00	2599	31722.962293	0.269715
100086	82412996.00	1614	51061.335812	0.181990
330250	82389110.00	1850	44534.654054	0.231930
370206	82377434.00	634	129932.861199	0.154711
450087	82291306.00	905	90929.619890	0.086750
60064	81983594.00	704	116453.968750	0.130201
360001	81748744.00	1905	42912.726509	0.170306
360147	81613510.00	2303	35437.911420	0.181210
360360	81567537.00	1614	50537.507435	0.159115
180102	81557937.00	1925	42367.759481	0.167886
420036	81436244.00	631	129059.023772	0.085235
50191	81362314.00	767	106078.636245	0.167778
360039	81343438.00	2687	30272.957946	0.313192
230151	81316849.00	1879	43276.662586	0.220641
160045	81290487.00	2424	33535.679455	0.245768
230197	81087861.00	2491	32552.332798	0.281289
100126	80893219.00	585	138279.006838	0.056168
190045	80823776.00	1726	46827.216686	0.154119
500141	80794719.00	1030	78441.474757	0.142876
150158	80509060.00	1546	52075.717982	0.156420
150002	80360347.00	1644	48880.989659	0.184105
50636	80114868.00	719	111425.407510	0.101164
50523	79988669.00	1044	76617.499042	0.183618
330395	79865039.00	1628	49057.149263	0.320354
330162	79713000.00	1624	49084.359606	0.195777
420089	79694738.00	462	172499.432900	0.095073
210009	79676789.00	8803	9051.094968	0.820188
450711	79592604.00	677	117566.623338	0.096930
510024	79487916.00	1504	52851.007979	0.182494
300018	79479849.00	2438	32600.430271	0.214385
30122	79092841.00	1088	72695.625919	0.183379
230041	79067850.00	2090	37831.507177	0.221627
100315	79044910.00	1682	46994.595719	0.134718
530014	78875059.00	2095	37649.192840	0.292889
320018	78596731.00	1013	77588.085884	0.117694
230273	78515726.00	747	105108.066934	0.166322
50159	78451633.00	889	88247.056243	0.157707
390073	78352402.00	1954	40098.465711	0.221394
70024	78262110.00	1919	40782.756644	0.219615
330127	78062653.00	1775	43978.959437	0.361563
510070	78011227.00	2086	37397.520134	0.188770
360016	77947959.00	1725	45187.222609	0.205516
330394	77692451.00	2297	33823.444057	0.300659
50118	77466513.00	419	184884.279236	0.068236
500036	77258402.00	2179	35455.898118	0.231371
30055	77223673.00	961	80357.620187	0.130615
150018	77192782.00	1753	44034.673132	0.197439
220063	77009068.00	4420	17422.866063	0.389997
110125	76945427.00	937	82118.918890	0.091313
450639	76861969.00	1571	48925.505411	0.165715
390123	76840081.00	1299	59153.257121	0.120230
110007	76812666.00	1902	40385.208202	0.258160
420071	76722593.00	1862	41204.400107	0.250554
220119	76710912.00	2565	29906.788304	0.279074
50663	76439015.00	2366	32307.275993	0.296066
450684	76127350.00	1493	50989.517749	0.200713
490066	76033044.00	1816	41868.416300	0.173641
360098	76009079.00	2057	36951.423918	0.176734
50534	75688815.00	444	170470.304054	0.090566
330153	75457210.00	1529	49350.693264	0.218157
490018	75453713.00	2575	29302.412816	0.256676
490113	75266090.00	1860	40465.639785	0.213536
180038	75075058.00	2720	27601.124265	0.311892
230117	74927617.00	1441	51996.958362	0.230644
70020	74905967.00	2136	35068.336610	0.239121
220175	74745845.00	1488	50232.422715	0.204008
230222	74628173.00	2492	29947.099920	0.336825
190027	74594197.00	1338	55750.520927	0.181792
390127	74439249.00	1256	59266.917994	0.143004
360234	74303419.00	1846	40251.039545	0.175182
330027	74120994.00	1574	47090.847522	0.267327
390201	74082386.00	1269	58378.554768	0.141329
170049	73860993.00	2092	35306.402008	0.200022
260110	73857068.00	1274	57972.580848	0.161247
330044	73852783.00	2027	36434.525407	0.206136
270014	73597901.00	2602	28285.127210	0.367330
150015	73523917.00	1482	49611.280027	0.161420
230176	73406338.00	1706	43028.334115	0.173423
100314	73398231.00	958	76616.107516	0.134782
160069	73317179.00	2680	27357.156343	0.253578
240004	73191306.00	932	78531.444206	0.256026
10046	73013365.00	1275	57265.384314	0.124215
150166	72878934.00	190	383573.336842	0.080069
140046	72775952.00	1987	36626.045294	0.202970
50704	72232065.00	943	76598.160127	0.178889
110184	71973363.00	863	83399.030127	0.132697
110122	71946165.00	2383	30191.424675	0.250202
30083	71851750.00	470	152876.063830	0.093155
10023	71702137.00	1553	46170.081777	0.241112
150012	71680898.00	1916	37411.742171	0.221568
100291	71602855.00	575	124526.704348	0.082404
260001	71525381.00	1995	35852.321303	0.223000
330019	71420614.00	2255	31672.112639	0.294905
360086	71341025.00	1488	47944.237231	0.166594
100206	71278896.00	725	98315.718621	0.094618
50763	71136261.00	2756	25811.415457	0.294901
110129	71097597.00	1414	50281.185997	0.180099
10011	70969852.00	1634	43433.201958	0.185686
110016	70863224.00	1058	66978.472590	0.137682
360276	70295492.00	2216	31721.792419	0.195891
140135	70162207.00	1804	38892.575942	0.197668
50329	69930271.00	735	95143.225850	0.126546
50373	69848163.00	1297	53853.633770	0.370042
450211	69814790.00	1062	65738.973635	0.146868
350070	69752328.00	2164	32233.053604	0.286584
50121	69647870.00	1319	52803.540561	0.210556
170016	69537386.00	1523	45658.165463	0.168672
520051	69427594.00	1411	49204.531538	0.215241
340090	68983893.00	1929	35761.479005	0.205532
290032	68907030.00	625	110251.248000	0.104102
510055	68887300.00	1259	54715.885624	0.179090
140286	68826919.00	1349	51020.696071	0.161617
320085	68666872.00	1052	65272.692015	0.151130
40134	68565426.00	1859	36882.961807	0.288510
10024	68116535.00	1619	42073.214947	0.171043
330208	67977965.00	1804	37681.798780	0.268754
450669	67937031.00	658	103247.767477	0.090322
670088	67765030.00	1523	44494.438608	0.210054
140155	67761171.00	886	76479.876975	0.119586
100071	67704638.00	1124	60235.443060	0.118767
450101	67675666.00	1925	35156.190130	0.237995
450064	67674123.00	1343	50390.262844	0.182404
330245	67667802.00	1321	51224.679788	0.182888
500026	67646662.00	1206	56091.759536	0.175218
100316	67566400.00	1596	42334.837093	0.160279
320004	67273074.00	530	126930.328302	0.104003
240207	67151605.00	1500	44767.736667	0.197775
450677	67035447.00	1301	51526.093005	0.165829
120022	66909831.00	1202	55665.416805	0.263176
140080	66909816.00	1061	63062.974552	0.187311
310119	66861687.00	595	112372.583193	0.234475
40029	66843048.00	1694	39458.706021	0.190987
100180	66822160.00	396	168742.828283	0.065268
500003	66797309.00	1336	49997.985778	0.189307
360012	66778596.00	1412	47293.623229	0.183526
360134	66667159.00	1830	36430.141530	0.267461
490004	66636703.00	2969	22444.157292	0.362854
310061	66503620.00	717	92752.608089	0.088678
390335	66498338.00	867	76699.351788	0.088082
50426	66379009.00	1297	51178.881264	0.251750
140065	66331941.00	1971	33653.952816	0.239953
230146	66121544.00	2029	32588.242484	0.228969
390028	65998544.00	809	81580.400494	0.135750
250100	65926200.00	2007	32848.131540	0.235952
340147	65857675.00	2319	28399.169901	0.231107
30115	65808851.00	1092	60264.515568	0.180572
140164	65788767.00	1494	44035.319277	0.192730
440003	65733956.00	1138	57762.702988	0.120033
450132	65475573.00	1591	41153.722816	0.248882
330222	65463023.00	1534	42674.721643	0.178427
180124	65397254.00	1005	65071.894527	0.109467
20026	65227977.00	913	71443.567360	0.243622
70017	65084290.00	1582	41140.512010	0.231355
140189	64948768.00	1873	34676.331020	0.199618
260190	64862397.00	826	78525.904358	0.095530
520207	64853193.00	1399	46356.821301	0.167642
230024	64501297.00	1013	63673.540967	0.189145
390267	64129015.00	1529	41941.801831	0.183676
190060	64104342.00	1571	40804.800764	0.218565
100177	63965775.00	1299	49242.321016	0.167311
50709	63854282.00	1146	55719.268761	0.207076
110031	63854229.00	822	77681.543796	0.130264
360070	63780355.00	1945	32791.956298	0.222492
330246	63747393.00	1226	51996.242251	0.158666
160079	63602836.00	2266	28068.330097	0.241312
140182	63587770.00	1157	54959.178911	0.223491
150034	63061770.00	1725	36557.547826	0.199961
140162	63046061.00	1428	44149.902661	0.169146
110069	62963101.00	2537	24817.934963	0.276536
330181	62920824.00	1228	51238.456026	0.199638
110075	62854052.00	1110	56625.272072	0.152057
140084	62728839.00	880	71282.771591	0.123141
450196	62680726.00	1889	33181.961885	0.224742
270012	62365896.00	1778	35076.431946	0.231469
390102	62204501.00	1008	61710.814484	0.127936
150168	62094996.00	242	256590.892562	0.066593
450133	62055888.00	1267	48978.601421	0.180256
450848	62021502.00	1154	53744.802426	0.190170
110011	61781792.00	1496	41297.989305	0.206586
220033	61752840.00	5621	10986.095001	0.476013
100049	61658315.00	627	98338.620415	0.105160
360008	61530509.00	1753	35100.119224	0.245349
140239	61465782.00	1169	52579.796407	0.181058
100045	61394194.00	1465	41907.299659	0.173467
50393	61322768.00	848	72314.584906	0.148648
390096	61317117.00	1300	47167.013077	0.174660
50126	61184349.00	1132	54049.778269	0.247443
370025	60953819.00	2456	24818.330212	0.265250
390057	60672812.00	1685	36007.603561	0.194984
100296	60626900.00	715	84792.867133	0.124352
220036	60541018.00	1791	33802.913456	0.459151
140122	60466146.00	1515	39911.647525	0.229302
450124	60342961.00	512	117857.345703	0.179534
140186	60335660.00	1737	34735.555556	0.245443
230066	60249916.00	1917	31429.272822	0.320342
340171	60104046.00	1575	38161.299048	0.189552
50245	60067526.00	766	78417.135770	0.182819
100054	59803377.00	540	110746.994444	0.060628
290009	59759626.00	1304	45827.934049	0.249058
500152	59671931.00	920	64860.794565	0.176604
330184	59599450.00	1042	57197.168906	0.216241
300012	59554015.00	2317	25703.070781	0.287060
50128	59381860.00	980	60593.734694	0.184682
250009	59373798.00	1910	31085.758115	0.247176
520087	59263027.00	2327	25467.566394	0.365756
380007	58880456.00	998	58998.452906	0.304017
360354	58808599.00	1600	36755.374375	0.162978
220046	58606309.00	3918	14958.220776	0.516134
520037	58509838.00	1472	39748.531250	0.293372
490093	58100088.00	1419	40944.389006	0.208272
100321	58049818.00	1289	45034.769589	0.172031
170012	58011806.00	1448	40063.401934	0.232240
