provider_id	total_revenue_gap	total_discharges	gap_per_discharge	weighted_efficiency
50248	57864657.00	690	83861.821739	0.167866
190040	57426389.00	1346	42664.479198	0.140790
500021	57308606.00	647	88575.897991	0.129457
260062	57123380.00	1006	56782.683897	0.127993
450015	57051596.00	1009	56542.711596	0.470431
510050	56957255.00	2144	26565.883862	0.261110
70007	56874736.00	2016	28211.674603	0.289925
10100	56858675.00	1950	29158.294872	0.252790
490077	56840565.00	2082	27300.943804	0.254931
50194	56474319.00	579	97537.683938	0.139843
280128	56446201.00	942	59921.657113	0.246735
140280	56204479.00	1724	32601.205916	0.235282
280130	56167168.00	1418	39610.132581	0.199515
140180	56138283.00	1034	54292.343327	0.181301
140054	56088139.00	1135	49416.862555	0.186260
50075	55913796.00	800	69892.245000	0.222199
230054	55724738.00	922	60438.978308	0.215019
420098	55686036.00	1934	28793.193382	0.233866
500077	55647871.00	1108	50223.710289	0.198475
60065	55541377.00	366	151752.396175	0.072929
450644	55464433.00	465	119278.350538	0.106703
50055	55161217.00	933	59122.419078	0.248614
220060	55009183.00	4493	12243.308035	0.468865
310003	54888763.00	776	70732.942010	0.190940
70036	54779631.00	1384	39580.658237	0.327865
330204	54762050.00	879	62300.398180	0.414164
220031	54711248.00	1834	29831.651036	0.462273
190065	54680762.00	2347	23298.151683	0.333377
50226	54637029.00	614	88985.389251	0.155130
50468	54628976.00	694	78716.103746	0.170730
270051	54445330.00	1421	38314.799437	0.271310
150128	54427485.00	1442	37744.441748	0.193548
100217	54286307.00	626	86719.340256	0.091417
360059	54263046.00	1174	46220.652470	0.188886
130002	54218853.00	1164	46579.770619	0.198916
110230	54039812.00	1409	38353.308730	0.194608
450002	53795352.00	345	155928.556522	0.069082
260177	53697803.00	1356	39600.149705	0.184839
100302	53566603.00	795	67379.374843	0.106982
110006	53478896.00	1321	40483.645723	0.259291
100232	53427392.00	856	62415.177570	0.120590
450643	53345667.00	505	105634.984158	0.102944
170013	53339055.00	1403	38017.858161	0.272720
340183	53337287.00	1388	38427.440202	0.190582
230089	53117015.00	1607	33053.525202	0.198258
420065	52929287.00	1319	40128.344958	0.232967
110025	52846941.00	2265	23331.982781	0.356675
100307	52825013.00	921	57356.148751	0.177020
50289	52798365.00	428	123360.665888	0.140165
100063	52589879.00	1266	41540.188784	0.183987
450079	52453298.00	1458	35976.198903	0.235510
330203	52276678.00	2555	20460.539335	0.357190
230227	52228393.00	1736	30085.479839	0.285796
220111	52176417.00	4041	12911.758723	0.444512
450372	51971466.00	1365	38074.334066	0.206464
140191	51903991.00	1221	42509.411138	0.219614
260085	51764709.00	755	68562.528477	0.129460
360076	51709274.00	1333	38791.653413	0.185639
320005	51705549.00	1495	34585.651505	0.284298
390228	51365745.00	1864	27556.730150	0.222487
230277	51294366.00	740	69316.710811	0.146975
670120	51271387.00	433	118409.669746	0.086363
140114	51255264.00	1219	42046.976210	0.233779
110091	51210732.00	1018	50305.237721	0.181973
50755	51123757.00	1230	41564.030081	0.268570
150112	51114570.00	2032	25154.808071	0.271471
260023	51103591.00	1729	29556.732794	0.244915
230021	50978465.00	1786	28543.373460	0.280751
420049	50922354.00	1447	35191.675190	0.203868
330233	50783436.00	1619	31367.162446	0.430014
260017	50781208.00	1129	44978.926484	0.197359
100292	50638490.00	890	56897.179775	0.170736
370026	50603862.00	715	70774.632168	0.112271
100276	50551353.00	1017	49706.345133	0.175123
50211	50519911.00	504	100237.918651	0.157352
500150	50481797.00	1192	42350.500839	0.239722
490141	50423407.00	1162	43393.637694	0.173762
520066	50332692.00	864	58255.430556	0.156154
110076	50151021.00	1147	43723.645161	0.228029
250104	50079083.00	1745	28698.614900	0.247172
50746	49986420.00	676	73944.408284	0.183921
280065	49971364.00	1349	37043.264640	0.198117
450742	49823155.00	1399	35613.406004	0.213914
470005	49797695.00	1502	33154.257656	0.177056
520189	49763492.00	1276	38999.601881	0.203417
390268	49143907.00	1606	30600.191158	0.289200
180093	49140394.00	852	57676.518779	0.161115
520103	49117040.00	1322	37153.585477	0.211313
360041	48927874.00	1705	28696.700293	0.214742
380017	48844100.00	844	57872.156398	0.238123
390265	48844099.00	1079	45267.932345	0.164600
300017	48818288.00	839	58186.278903	0.118947
490042	48753046.00	1218	40027.131363	0.201018
490101	48668204.00	1964	24780.144603	0.299887
390185	48595797.00	981	49537.000000	0.153457
30007	48467196.00	837	57905.849462	0.198626
490020	48384094.00	704	68727.406250	0.098463
160030	48335733.00	1889	25588.000529	0.226286
340017	48299892.00	1744	27694.892202	0.247217
50376	48279667.00	872	55366.590596	0.369804
230132	48274211.00	1072	45031.913246	0.240308
330219	48274029.00	1385	34854.894585	0.266685
140174	48155385.00	690	69790.413043	0.140073
280132	48151104.00	1415	34029.048763	0.192817
150046	48029986.00	618	77718.423948	0.111236
280009	47943326.00	958	50045.225470	0.210241
50597	47903539.00	707	67756.066478	0.160994
450869	47890036.00	1023	46813.329423	0.227553
60132	47880951.00	779	61464.635430	0.122120
440046	47838929.00	809	59133.410383	0.134467
240093	47726238.00	1475	32356.771525	0.290540
500041	47654583.00	886	53786.211061	0.179432
670098	47571553.00	525	90612.481905	0.096465
50101	47556891.00	648	73390.263889	0.208336
360359	47488640.00	1727	27497.764910	0.235221
370049	47484753.00	1311	36220.254005	0.222847
110200	47417955.00	1073	44191.943150	0.161583
320001	47316858.00	1519	31150.005267	0.433862
170137	47061987.00	1437	32750.164927	0.247366
420009	47045868.00	1422	33084.295359	0.246041
490110	46982676.00	1085	43302.005530	0.191139
340155	46851961.00	1845	25394.016802	0.286681
50589	46559522.00	279	166880.007168	0.066337
440125	46543573.00	2131	21841.188644	0.307011
230254	46422537.00	1674	27731.503584	0.272381
380090	46395868.00	1621	28621.756940	0.349384
50390	46328308.00	899	51533.156841	0.244854
390233	46318120.00	1316	35196.139818	0.208955
50167	46233557.00	407	113595.963145	0.151471
330279	46060234.00	2190	21032.070320	0.358205
140011	45798496.00	1285	35640.852918	0.193961
150090	45755798.00	1122	40780.568627	0.254536
140008	45547311.00	937	48609.723586	0.159708
100047	45543485.00	698	65248.545845	0.133876
410009	45487072.00	1918	23715.887383	0.293750
510029	45347660.00	1311	34590.129672	0.200488
100053	45261371.00	411	110124.990268	0.100196
350006	45223485.00	1442	31361.640083	0.257478
360161	45020342.00	1060	42472.020755	0.174883
440029	44966318.00	1823	24666.109709	0.261232
150009	44865976.00	1188	37765.973064	0.176001
10090	44832022.00	1452	30876.048209	0.241272
670043	44565840.00	650	68562.830769	0.106472
380060	44501558.00	789	56402.481622	0.220075
190098	44434146.00	792	56103.719697	0.321783
440193	44376561.00	1001	44332.228771	0.152722
60013	44137486.00	696	63415.928161	0.222748
10089	44072766.00	455	96863.221978	0.101637
100014	44058499.00	1237	35617.218270	0.184143
50122	44005871.00	260	169253.350000	0.106259
220135	43950318.00	2442	17997.673219	0.368130
180045	43752303.00	1620	27007.594444	0.239277
50780	43682560.00	707	61785.799151	0.176409
60104	43607567.00	736	59249.411685	0.153832
500002	43560971.00	1141	38177.888694	0.226417
230104	43506179.00	475	91591.955789	0.197240
260200	43469300.00	1716	25331.759907	0.235589
50281	43377671.00	469	92489.703625	0.119615
430014	43272307.00	960	45075.319792	0.205558
80009	43269566.00	1347	32122.914625	0.239673
390013	43139520.00	924	46687.792208	0.151136
150161	42887500.00	981	43718.144750	0.168427
50102	42881566.00	432	99262.884259	0.129609
140224	42868609.00	928	46194.621767	0.173052
490017	42843753.00	1350	31736.113333	0.265643
140101	42798154.00	919	46570.352557	0.160921
360055	42607540.00	727	58607.345254	0.136649
500139	42510064.00	689	61698.206096	0.169753
360351	42386256.00	680	62332.729412	0.179289
450271	42347588.00	847	49997.152302	0.137453
390012	42287222.00	1578	26797.986058	0.228422
100055	42037323.00	852	49339.580986	0.148546
330202	42014855.00	863	48684.652375	0.428598
380014	41915998.00	1136	36897.885563	0.311185
110003	41866053.00	806	51942.993797	0.153046
390328	41852240.00	773	54142.613195	0.122276
390066	41836872.00	1263	33124.997625	0.248083
110024	41735432.00	1070	39005.076636	0.215376
280020	41705315.00	901	46287.807991	0.241646
420070	41703011.00	1440	28960.424306	0.220290
500053	41648179.00	947	43979.069694	0.216973
140217	41607846.00	605	68773.299174	0.127964
390097	41580725.00	1726	24090.802433	0.238236
280134	41549347.00	831	49999.214200	0.192757
670103	41548417.00	433	95954.773672	0.104604
170020	41531650.00	1312	31655.221037	0.259053
390225	41437370.00	867	47793.967705	0.173830
350002	41356242.00	1403	29477.007840	0.285319
50002	41301837.00	475	86951.235789	0.168515
390204	41297757.00	1072	38524.027052	0.230525
420086	41294959.00	996	41460.802209	0.206038
450587	41117867.00	571	72010.274956	0.139103
50042	41058441.00	682	60202.992669	0.191909
500011	40892337.00	679	60224.354934	0.162070
30148	40867860.00	678	60277.079646	0.152347
520139	40862588.00	1094	37351.542962	0.181571
390156	40855937.00	933	43789.857449	0.231424
150006	40817218.00	810	50391.627160	0.153375
670068	40794284.00	785	51967.240764	0.173819
450596	40753941.00	382	106685.709424	0.095440
50045	40571463.00	837	48472.476703	0.217551
120026	40532255.00	972	41699.850823	0.246474
450893	40470066.00	404	100173.430693	0.188320
260191	40438368.00	1210	33420.138843	0.199825
450176	40277363.00	696	57869.774425	0.160485
160110	40256695.00	1642	24516.866626	0.288550
330191	40052015.00	1690	23699.417160	0.273355
370047	40020240.00	1456	27486.428571	0.276311
490122	39967673.00	1240	32231.994355	0.263380
260081	39959127.00	1506	26533.284861	0.262800
50301	39941004.00	595	67127.737815	0.188549
220020	39796991.00	2231	17838.185119	0.370112
500019	39757847.00	727	54687.547455	0.185498
50230	39652338.00	751	52799.384820	0.232258
230167	39643190.00	1191	33285.633921	0.266654
10035	39638131.00	1819	21791.166025	0.270681
380002	39510537.00	892	44294.323991	0.195517
330128	39485896.00	969	40749.118679	0.465666
520193	39456803.00	814	48472.730958	0.197843
220001	39405416.00	1792	21989.629464	0.317841
340004	39387330.00	1272	30964.882075	0.232096
360174	39229329.00	1097	35760.555150	0.175429
300023	39209199.00	1263	31044.496437	0.267056
390110	39103830.00	1116	35039.274194	0.248966
40137	39096113.00	694	56334.456772	0.189575
40041	39077822.00	603	64805.674959	0.122932
40071	38980539.00	1009	38632.843409	0.216133
360009	38942286.00	1070	36394.659813	0.219385
220088	38935814.00	1766	22047.459796	0.487662
360011	38905227.00	1305	29812.434483	0.235788
60124	38858481.00	227	171182.735683	0.149487
520075	38801562.00	746	52012.817694	0.208520
380020	38780443.00	636	60975.539308	0.202702
340015	38730130.00	1055	36711.023697	0.201126
160153	38656096.00	1101	35109.987284	0.249097
450389	38548642.00	589	65447.609508	0.125217
280061	38435249.00	829	46363.388420	0.215072
190046	38424895.00	427	89988.044496	0.096150
280133	38334008.00	203	188837.477833	0.140821
370023	38248290.00	1179	32441.297710	0.203891
440144	38216247.00	740	51643.577027	0.161690
390332	38208113.00	828	46145.064010	0.152769
330180	38202750.00	1619	23596.510191	0.303521
100285	38124914.00	447	85290.635347	0.112344
340039	38119761.00	1038	36724.239884	0.185593
360091	38098022.00	1573	24219.975842	0.227050
140002	37953877.00	1169	32466.960650	0.204382
50313	37868535.00	555	68231.594595	0.199139
360364	37863695.00	1732	21861.255774	0.243763
360072	37824792.00	1240	30503.864516	0.265837
30131	37818081.00	514	73576.033074	0.188051
360172	37669626.00	913	41259.174151	0.175258
50152	37664644.00	268	140539.716418	0.150976
30121	37654008.00	597	63072.040201	0.177283
160029	37573051.00	1022	36764.237769	0.202555
380050	37404320.00	944	39623.220339	0.272674
140043	37353578.00	812	46001.943350	0.165705
40119	37270876.00	1886	19761.864263	0.327008
440011	37160428.00	1223	30384.650859	0.218405
670067	37116342.00	639	58085.042254	0.172482
180080	37081131.00	811	45722.726264	0.168025
230059	36955095.00	1351	27353.882309	0.298544
140289	36914156.00	1056	34956.587121	0.183845
490053	36744774.00	1095	33556.871233	0.223553
450352	36679819.00	1261	29087.881840	0.251387
310027	36663380.00	536	68401.828358	0.210254
670280	36654266.00	75	488723.546667	0.055903
10144	36653358.00	1037	35345.571842	0.284213
300020	36568569.00	1580	23144.663924	0.294424
320006	36567879.00	626	58415.142173	0.124127
50674	36547843.00	408	89578.046569	0.186689
50498	36456936.00	708	51492.847458	0.215721
40014	36290678.00	2265	16022.374393	0.376573
260025	36251180.00	1192	30412.063758	0.269199
330135	36152018.00	453	79805.779249	0.115994
360348	36138148.00	938	38526.810235	0.230344
230077	35940799.00	975	36862.357949	0.245760
100043	35791672.00	788	45420.903553	0.166720
360123	35743299.00	1573	22723.012715	0.375978
340010	35687164.00	1734	20580.832757	0.341854
50136	35664445.00	400	89161.112500	0.141117
380075	35603080.00	840	42384.619048	0.284208
450688	35599715.00	683	52122.569546	0.176501
170196	35585347.00	684	52025.361111	0.256785
390065	35551959.00	1124	31629.856762	0.223983
110023	35537717.00	518	68605.631274	0.136105
140127	35418180.00	1229	28818.698129	0.247165
100230	35355425.00	529	66834.451796	0.133015
440152	35211605.00	367	95944.427793	0.283164
180029	35163595.00	495	71037.565657	0.150573
460005	35120569.00	556	63166.491007	0.142032
10029	35113730.00	1539	22815.938921	0.312375
310130	35072643.00	615	57028.687805	0.142291
60128	34930662.00	579	60329.295337	0.138726
310040	34917958.00	116	301016.879310	0.062187
180127	34667326.00	532	65164.146617	0.126325
500031	34656710.00	779	44488.716303	0.215826
40027	34621789.00	2042	16954.842801	0.335293
330164	34599612.00	1751	19759.915477	0.354173
100252	34543927.00	510	67733.190196	0.115763
30107	34515485.00	375	92041.293333	0.149481
110252	34320546.00	560	61286.689286	0.123173
330226	34284246.00	1762	19457.574347	0.349788
110095	34180586.00	1165	29339.558798	0.250749
100183	34150470.00	333	102553.963964	0.086790
20012	34101157.00	701	48646.443652	0.309544
90003	34041366.00	737	46189.099050	0.276000
30016	34035975.00	727	46817.022008	0.219037
50735	34016178.00	440	77309.495455	0.140922
450864	33886309.00	637	53196.717425	0.248011
40088	33864606.00	473	71595.361522	0.107784
360152	33812399.00	800	42265.498750	0.236555
120005	33709844.00	966	34896.318841	0.339671
250084	33622458.00	325	103453.716923	0.103328
110225	33557422.00	875	38351.339429	0.211758
150157	33528151.00	502	66789.145418	0.160005
390030	33506042.00	792	42305.608586	0.170451
240056	33503641.00	1036	32339.421815	0.238474
390090	33487031.00	330	101475.851515	0.150306
150005	33465071.00	1060	31570.821698	0.232295
520136	33448897.00	1215	27529.956379	0.266808
140184	33433263.00	428	78115.100467	0.098492
330350	33337575.00	522	63865.086207	0.290643
510023	33334165.00	1400	23810.117857	0.228004
190004	33303038.00	837	39788.575866	0.155765
390339	33127920.00	619	53518.449111	0.121533
110018	33051195.00	754	43834.476127	0.184193
230216	32869668.00	1440	22826.158333	0.289084
420067	32792090.00	1562	20993.655570	0.320826
340126	32676495.00	688	47494.905523	0.191845
200039	32674884.00	928	35210.004310	0.271824
160057	32674464.00	1351	24185.391562	0.329573
390145	32662699.00	1379	23685.786077	0.303445
450007	32557004.00	1080	30145.374074	0.214282
510046	32475501.00	1567	20724.633695	0.294628
520013	32392149.00	993	32620.492447	0.260305
70031	32389920.00	747	43360.000000	0.204547
470001	32327298.00	1243	26007.480290	0.198463
220010	32268728.00	2292	14078.851658	0.459359
170146	32176633.00	811	39675.256473	0.217581
420106	32133289.00	673	47746.343239	0.192312
280125	32097648.00	890	36064.773034	0.289143
50127	31954823.00	372	85900.061828	0.170044
100099	31944141.00	337	94789.735905	0.097337
200019	31906544.00	1204	26500.451827	0.262730
50078	31853744.00	610	52219.252459	0.186879
390101	31839153.00	799	39848.752190	0.176019
340184	31699661.00	949	33403.225501	0.216939
240213	31581357.00	713	44293.628331	0.224940
140166	31498891.00	715	44054.393007	0.165984
380027	31490721.00	967	32565.378490	0.280667
430091	31312727.00	759	41255.239789	0.276355
290049	31277575.00	895	34947.011173	0.217735
340109	31212940.00	1258	24811.558029	0.333257
50014	31205017.00	603	51749.613599	0.249664
50537	31193943.00	566	55112.973498	0.201303
70011	31154175.00	1118	27865.988372	0.266162
340143	31074197.00	941	33022.526036	0.266387
140082	31047711.00	575	53996.019130	0.231703
230244	30957815.00	984	31461.194106	0.275991
360239	30939276.00	788	39263.040609	0.183411
100124	30920793.00	550	56219.623636	0.122229
30043	30918644.00	815	37936.986503	0.250452
370236	30880490.00	575	53705.200000	0.142061
360145	30872996.00	1137	27153.030783	0.224689
330386	30775114.00	556	55350.924460	0.194068
100140	30520088.00	722	42271.590028	0.155398
510008	30404934.00	1247	24382.465116	0.274715
260094	30336984.00	806	37638.937965	0.182148
100320	30316383.00	271	111868.571956	0.077271
490045	30271056.00	951	31830.763407	0.255170
190278	30163296.00	316	95453.468354	0.195738
340158	30112127.00	1036	29065.759653	0.234024
300011	30098073.00	1083	27791.387812	0.244180
340129	30068064.00	444	67720.864865	0.127577
50261	30063761.00	841	35747.634958	0.272336
450039	30015355.00	861	34861.039489	0.509789
340075	29934655.00	795	37653.654088	0.218776
450236	29870270.00	532	56147.124060	0.153438
260214	29762325.00	450	66138.500000	0.100417
190039	29655362.00	559	53050.737030	0.150487
70016	29570306.00	962	30738.363825	0.293214
390058	29549749.00	957	30877.480669	0.205066
310096	29523642.00	380	77693.794737	0.187423
440227	29423050.00	385	76423.506494	0.140628
260091	29417645.00	1163	25294.621668	0.340972
280081	29411569.00	807	36445.562577	0.245785
50008	29374385.00	511	57484.119374	0.236206
150042	29372866.00	1148	25586.120209	0.276419
50131	29363229.00	516	56905.482558	0.218459
10049	29338174.00	346	84792.410405	0.082381
210012	29316459.00	3790	7735.213456	0.803525
520100	29314143.00	661	44348.173979	0.218123
50771	29290716.00	349	83927.553009	0.178239
50515	29092289.00	443	65671.081264	0.149971
230075	28965003.00	1148	25230.838850	0.263473
330011	28933485.00	1067	27116.668229	0.291997
390048	28824543.00	833	34603.292917	0.204737
360132	28815161.00	632	45593.609177	0.157675
370203	28770937.00	207	138990.033816	0.146345
370218	28749248.00	1068	26918.771536	0.239961
370222	28665875.00	718	39924.616992	0.261831
390338	28621284.00	377	75918.525199	0.099323
670006	28585860.00	171	167168.771930	0.119551
450200	28516149.00	636	44836.712264	0.170316
290061	28484934.00	237	120189.594937	0.091391
450856	28401590.00	462	61475.303030	0.189281
670112	28400596.00	174	163221.816092	0.116436
50425	28337959.00	392	72290.711735	0.196683
130013	28303701.00	578	48968.340830	0.194832
190008	28239341.00	1070	26391.907477	0.310359
50149	28217651.00	403	70018.985112	0.208019
230270	28212122.00	765	36878.590850	0.210332
420101	28201925.00	507	55625.098619	0.133112
360218	28181782.00	1151	24484.606429	0.251966
450855	28160364.00	499	56433.595190	0.159507
370016	28134539.00	413	68122.370460	0.111067
310006	28111606.00	563	49931.804618	0.226854
220105	28072069.00	3119	9000.342738	0.493253
140013	27988659.00	575	48675.928696	0.152558
130066	27878571.00	186	149884.790323	0.192686
360236	27696247.00	863	32092.986095	0.202167
270057	27603299.00	1055	26164.264455	0.304973
190266	27516693.00	310	88763.525806	0.197174
40154	27489171.00	730	37656.398630	0.177646
60103	27477797.00	192	143113.526042	0.161785
220090	27384674.00	3036	9019.984848	0.528060
100329	27315519.00	368	74226.953804	0.105299
520021	27171976.00	756	35941.767196	0.202092
230105	27142210.00	1293	20991.655066	0.371043
100266	27119181.00	716	37875.951117	0.217147
450152	27070443.00	769	35202.136541	0.233651
500015	27068010.00	629	43033.402226	0.218108
290005	27017353.00	878	30771.472665	0.287209
60116	26999102.00	391	69051.411765	0.125405
110046	26965647.00	559	48239.082290	0.164480
390168	26930752.00	765	35203.597386	0.241732
250123	26768860.00	310	86351.161290	0.092935
360143	26764689.00	1129	23706.544730	0.243748
100050	26756171.00	417	64163.479616	0.191531
330205	26622701.00	283	94073.148410	0.096036
150024	26609520.00	572	46520.139860	0.277563
100028	26470414.00	682	38812.923754	0.201141
370211	26412839.00	516	51187.672481	0.132028
150165	26235066.00	683	38411.516837	0.190217
500119	26207675.00	763	34348.197903	0.228937
100132	26026610.00	584	44566.113014	0.183384
310118	26015986.00	165	157672.642424	0.115023
380089	26008725.00	871	29860.763490	0.270290
670085	25995615.00	627	41460.311005	0.194980
50140	25896187.00	435	59531.464368	0.181030
160067	25796367.00	760	33942.588158	0.216415
240100	25752101.00	756	34063.625661	0.235395
50736	25691087.00	183	140388.453552	0.089686
450128	25674805.00	462	55573.170996	0.184632
510062	25637190.00	760	33733.144737	0.241620
340070	25605430.00	1163	22016.706793	0.314696
370041	25586033.00	357	71669.560224	0.134485
20024	25526567.00	569	44862.156415	0.335138
670106	25503988.00	211	120871.981043	0.092119
60001	25328385.00	629	40267.702703	0.272280
170188	25145303.00	561	44822.286988	0.200149
70027	25137962.00	728	34530.167582	0.267798
180048	24950757.00	970	25722.429897	0.268979
360025	24919873.00	1506	16547.060425	0.237033
10085	24909200.00	1323	18827.815571	0.312114
260005	24871705.00	972	25588.173868	0.265756
330136	24774441.00	1594	15542.309285	0.531141
160047	24759775.00	1164	21271.284364	0.288710
220080	24715686.00	2283	10825.968463	0.495511
280023	24509166.00	637	38475.927786	0.210181
450023	24418023.00	1163	20995.720550	0.287403
220008	24241046.00	2299	10544.169639	0.477433
230142	24235328.00	609	39795.284072	0.200832
520004	24227560.00	932	25995.236052	0.301938
410008	24184804.00	983	24603.055951	0.275942
100181	24133273.00	706	34183.106232	0.294978
250072	24094970.00	324	74367.191358	0.116714
100211	24092790.00	450	53539.533333	0.138852
220073	24073381.00	2460	9785.927236	0.493881
510048	23982920.00	740	32409.351351	0.240488
140093	23951523.00	609	39329.266010	0.159700
360144	23913106.00	1011	23652.923838	0.269472
110038	23912916.00	817	29269.175031	0.280122
430090	23897394.00	313	76349.501597	0.194206
160146	23820217.00	1147	20767.408021	0.305758
60131	23816150.00	527	45191.935484	0.197741
220070	23795919.00	2227	10685.190391	0.471578
390086	23791933.00	1464	16251.320355	0.353541
150113	23767065.00	754	31521.306366	0.215776
360266	23637446.00	275	85954.349091	0.188453
260186	23580610.00	853	27644.325909	0.280224
450024	23559521.00	574	41044.461672	0.420332
140064	23529684.00	874	26921.835240	0.305746
270003	23498797.00	1071	21940.986928	0.294712
220015	23461278.00	1385	16939.550903	0.368648
210029	23374878.00	4000	5843.719500	0.812334
190017	23318255.00	570	40909.219298	0.228782
100125	23281849.00	367	63438.280654	0.203757
40147	23251523.00	643	36161.000000	0.275010
300005	23227916.00	789	29439.690748	0.313005
200024	23134136.00	899	25733.187987	0.298308
330049	23062404.00	1031	22368.966052	0.338268
10149	23023303.00	863	26678.219003	0.234215
420015	22945658.00	716	32047.008380	0.216558
100150	22861529.00	425	53791.832941	0.187097
450678	22839220.00	325	70274.523077	0.169573
420104	22834130.00	710	32160.746479	0.192478
50724	22763284.00	379	60061.435356	0.178535
50071	22704314.00	240	94601.308333	0.177812
520035	22704016.00	792	28666.686869	0.232847
130003	22524857.00	645	34922.258915	0.291605
420010	22463601.00	371	60548.789757	0.135022
490041	22455575.00	555	40460.495495	0.192335
30062	22400395.00	852	26291.543427	0.375248
440034	22355743.00	1228	18205.002443	0.316249
60125	22243791.00	352	63192.588068	0.138950
410011	22208422.00	580	38290.382759	0.230568
50234	22195979.00	328	67670.667683	0.139474
150057	22153393.00	456	48582.002193	0.219856
340013	22152126.00	468	47333.602564	0.197338
340145	22115552.00	716	30887.642458	0.250112
370020	22070915.00	909	24280.434543	0.305302
160028	22062007.00	626	35242.822684	0.228673
670071	22059414.00	255	86507.505882	0.219299
150026	22028976.00	619	35588.006462	0.226259
50417	22022770.00	472	46658.411017	0.288128
10087	22016334.00	662	33257.302115	0.326423
100284	21999989.00	642	34267.895639	0.213767
180011	21995258.00	628	35024.296178	0.213074
180001	21932220.00	1058	20729.886578	0.265165
150088	21855766.00	498	43887.080321	0.193732
450867	21766300.00	397	54826.952141	0.172686
390211	21709612.00	567	38288.557319	0.197032
340166	21649287.00	527	41080.240987	0.204050
140251	21634827.00	493	43884.030426	0.175983
260052	21634473.00	822	26319.310219	0.265231
360211	21633049.00	1018	21250.539293	0.333620
150010	21593382.00	630	34275.209524	0.207897
50158	21577007.00	413	52244.569007	0.204515
670044	21564669.00	529	40764.969754	0.163868
210023	21557312.00	7584	2842.472574	0.834110
150133	21508758.00	331	64981.141994	0.114181
250167	21427142.00	721	29718.643551	0.236394
370078	21389140.00	705	30339.205674	0.331016
340008	21382038.00	616	34711.100649	0.226396
30030	21337480.00	221	96549.683258	0.109730
390183	21311547.00	467	45635.004283	0.178112
250093	21249414.00	413	51451.365617	0.138612
150115	21244987.00	889	23897.623172	0.260277
50526	21229360.00	362	58644.640884	0.199093
210019	21211317.00	5748	3690.208246	0.834354
210015	21178671.00	5370	3943.886592	0.806700
60075	21157500.00	398	53159.547739	0.246542
120006	21144990.00	675	31325.911111	0.297829
360095	21081947.00	1191	17701.047019	0.311554
260022	21081789.00	281	75024.160142	0.203222
50024	21050766.00	535	39347.226168	0.261244
50588	21040767.00	375	56108.712000	0.234344
230236	20960991.00	560	37430.341071	0.282541
440050	20856444.00	641	32537.354134	0.208787
140304	20823302.00	679	30667.602356	0.248594
180027	20744880.00	639	32464.600939	0.223728
230297	20711084.00	107	193561.532710	0.354328
670008	20593494.00	213	96683.070423	0.116377
150007	20547460.00	639	32155.649452	0.205873
50357	20520393.00	272	75442.621324	0.183037
490023	20508902.00	483	42461.494824	0.160048
520088	20500574.00	638	32132.561129	0.269613
170200	20480741.00	706	29009.548159	0.207395
120002	20468321.00	662	30918.913897	0.434233
30130	20450424.00	418	48924.459330	0.189469
370018	20449142.00	1045	19568.556938	0.327659
50138	20407051.00	305	66908.363934	0.183972
520206	20394130.00	621	32840.789050	0.207636
670075	20360901.00	301	67644.189369	0.158987
420048	20356532.00	520	39147.176923	0.190083
520096	20226099.00	827	24457.193470	0.292559
220108	20162625.00	2135	9443.852459	0.513523
210024	20014473.00	3113	6429.319949	0.802190
330273	19997690.00	742	26951.064690	0.291767
50738	19994275.00	259	77197.972973	0.178473
440184	19992914.00	597	33488.968174	0.193016
210022	19980931.00	5250	3805.891619	0.791757
330014	19889223.00	1047	18996.392550	0.521789
430012	19888270.00	622	31974.710611	0.264286
450447	19856165.00	299	66408.578595	0.144896
420033	19835133.00	746	26588.650134	0.258395
450661	19826991.00	263	75387.798479	0.140049
520049	19805460.00	664	29827.500000	0.357048
50561	19686888.00	257	76602.677043	0.229309
150160	19646381.00	460	42709.523913	0.267299
220084	19595163.00	1562	12544.918694	0.417093
450272	19586037.00	456	42951.835526	0.187906
440197	19555230.00	315	62080.095238	0.165248
390334	19554623.00	543	36012.197053	0.150621
50772	19488585.00	300	64961.950000	0.197531
30146	19363526.00	372	52052.489247	0.150584
340123	19356318.00	374	51754.860963	0.169573
190005	19298313.00	198	97466.227273	0.253550
200021	19224654.00	789	24365.847909	0.269082
450092	19217133.00	207	92836.391304	0.111985
670053	19195462.00	250	76781.848000	0.152523
330231	19176398.00	647	29638.945904	0.547763
390113	19147626.00	750	25530.168000	0.269175
160117	19091704.00	967	19743.230610	0.296072
460051	19090726.00	546	34964.699634	0.247481
50760	19078781.00	265	71995.400000	0.197543
10019	19029126.00	997	19086.385155	0.252873
260193	19010596.00	363	52370.787879	0.145012
50757	18985507.00	415	45748.209639	0.252787
140113	18980317.00	336	56489.038690	0.153132
420103	18960576.00	380	49896.252632	0.151702
340050	18928774.00	1099	17223.634213	0.379133
440218	18889183.00	264	71549.935606	0.249463
330090	18885895.00	992	19038.200605	0.343658
140049	18810941.00	405	46446.767901	0.208525
260011	18788844.00	674	27876.623145	0.273366
340020	18780104.00	412	45582.776699	0.155833
490098	18698147.00	652	28678.139571	0.249465
360078	18661026.00	633	29480.293839	0.230536
340142	18654544.00	1369	13626.401753	0.438758
50708	18545715.00	463	40055.539957	0.413310
210057	18492412.00	3750	4931.309867	0.785963
